sep=;
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 2, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "breakout_close", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "swing_previous", "atr_dyn_period": 200, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.3, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 25, "ttm_kc_multiplier": 1.8, "ttm_min_squeeze_bars": 5, "use_bbwp_scoring": true, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70, "min_score_filter": 40}
# Fecha: 2026-02-06T14:05:40.835913
zona_num;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score
255;2025-07-25 04:55;2025-07-25 09:45;114712;115823;0,96;UP;116062;Close Breakout;116062;0;LOSS;-1;129,0;9,93;Si;Si;59;55;4,5;57.0
256;2025-07-25 09:10;2025-07-25 14:05;115668,3;116803,33835;0,98;DOWN;115619,9;Close Breakout;115619,9;0;LOSS;-1;128,0;55,99;Si;Si;60;44;3,6;56.0
257;2025-07-26 05:20;2025-07-26 05:40;117383,08145000001;117645,45540000002;0,22;UP;117657,8;Close Breakout;117657,8;0;WIN;2;130,0;38,22;Si;Si;5;25;2;62.0
258;2025-07-26 15:30;2025-07-26 21:50;117949,15265;118235,3;0,24;DOWN;117934,3;Close Breakout;117934,3;0;LOSS;-1;129,0;145,44;Si;Si;77;46;3,8;47.0
259;2025-07-27 04:55;2025-07-27 09:30;117789,98925;118357,11655;0,48;DOWN;117939,9;Close Breakout;117939,9;0;LOSS;-1;128,0;115,23;Si;Si;56;127;10,5;59.0
260;2025-07-27 16:45;2025-07-28 04:40;118733,8;119136,38489999998;0,34;UP;119244,1;Close Breakout;119244,1;0;LOSS;-1;127,0;13,45;Si;Si;144;37;3;61.0
261;2025-07-28 00:40;2025-07-28 02:05;119072,35374999998;119440,11690000001;0,31;UP;119496;Close Breakout;119496;0;LOSS;-1;126,0;18,66;Si;Si;18;31;2,5;59.0
262;2025-07-28 09:15;2025-07-29 02:45;118313,6;119092;0,66;DOWN;118290,3;Close Breakout;118290,3;0;LOSS;-1;125,0;73,52;Si;Si;211;57;4,7;52.0
263;2025-07-28 22:40;2025-07-29 10:40;117626,8;118425;0,68;UP;118492,1;Close Breakout;118492,1;0;LOSS;-1;124,0;7,24;Si;Si;145;63;5,2;55.0
264;2025-07-29 05:40;2025-07-29 07:35;118576;119129,22475000002;0,47;DOWN;118500;Close Breakout;118500;0;LOSS;-1;123,0;100,38;Si;Si;24;43;3,5;65.0
265;2025-07-29 17:20;2025-07-30 03:50;117148,5;117964,6;0,69;UP;117580,8;Close Breakout;117580,8;0;WIN;2;125,0;19,82;Si;Si;127;58;4,8;50.0
266;2025-07-30 03:45;2025-07-30 05:55;117804,13830000002;118386,36075;0,49;UP;118396,2;Close Breakout;118396,2;0;LOSS;-1;124,0;16,02;Si;Si;27;70;5,8;50.0
267;2025-07-30 19:25;2025-07-31 14:35;117148,44625000001;117951,9279;0,68;UP;118045,8;Close Breakout;118045,8;0;LOSS;-1;123,0;7,25;Si;Si;231;134;11,1;60.0
268;2025-07-31 11:30;2025-07-31 12:25;117773,9;118691,29005;0,78;UP;118779,9;Close Breakout;118779,9;0;LOSS;-1;122,0;7,86;Si;Si;12;163;13,5;56.0
269;2025-08-04 08:40;2025-08-04 22:20;113140,513;114550;1,24;UP;114750,1;Close Breakout;114750,1;0;LOSS;-1;121,0;23,18;Si;Si;165;798;66,4;50.0
270;2025-08-04 22:05;2025-08-05 09:25;114531,24175000002;114892,1462;0,31;DOWN;114440,6;Close Breakout;114440,6;0;WIN;2;123,0;84,76;Si;Si;137;22;1,8;61.0
271;2025-08-05 04:25;2025-08-05 07:35;113925,4;114535,03975000001;0,53;UP;114547,4;Close Breakout;114547,4;0;LOSS;-1;122,0;31,1;Si;Si;39;70;5,8;49.0
272;2025-08-05 07:20;2025-08-05 07:35;114653,88154999999;114968,15804999998;0,27;DOWN;114447,4;Close Breakout;114447,4;0;WIN;2;124,0;107,25;Si;Si;4;21;1,7;62.0
273;2025-08-06 21:40;2025-08-07 05:00;114600,7;115201,05435;0,52;DOWN;114553,3;Close Breakout;114553,3;0;LOSS;-1;123,0;90,94;Si;Si;89;57;4,7;60.0
274;2025-08-07 02:00;2025-08-07 05:00;114264,6;114722,3;0,4;UP;114735;Close Breakout;114735;0;WIN;2;125,0;34,89;Si;Si;37;53;4,3;60.0
275;2025-08-07 19:15;2025-08-07 19:35;117152,56735;117552,53629999999;0,34;DOWN;116831,6;Close Breakout;116831,6;0;LOSS;-1;124,0;78,18;Si;Si;5;25;2;61.0
276;2025-08-09 21:30;2025-08-09 22:05;116218,42085000001;116859,9;0,55;UP;116888,2;Close Breakout;116888,2;0;WIN;2;126,0;22,9;Si;Si;8;504;41,9;59.0
277;2025-08-10 17:05;2025-08-10 21:00;118051,4;118746;0,59;UP;118805,9;Close Breakout;118805,9;0;WIN;2;128,0;10,42;Si;Si;48;61;5;51.0
278;2025-08-11 06:15;2025-08-11 08:00;120803,5;121479,80454999999;0,56;DOWN;120777,9;Close Breakout;120777,9;0;WIN;2;130,0;87,79;Si;Si;22;22;1,8;60.0
279;2025-08-11 12:15;2025-08-11 16:35;119775,89359999998;120709,2;0,78;DOWN;119739,3;Close Breakout;119739,3;0;WIN;2;132,0;91,9;Si;Si;53;43;3,5;54.0
280;2025-08-12 19:45;2025-08-13 05:05;119819,14404999999;120284,95689999998;0,39;DOWN;119809,9;Close Breakout;119809,9;0;LOSS;-1;131,0;130,24;Si;Si;113;27;2,2;54.0
281;2025-08-13 02:55;2025-08-13 08:45;119100,52565;119514,0776;0,35;UP;119555,9;Close Breakout;119555,9;0;WIN;2;133,0;10,06;Si;Si;71;22;1,8;61.0
282;2025-08-13 05:05;2025-08-13 08:50;119801,89129999997;120180,70869999997;0,32;UP;120270;Close Breakout;120270;0;WIN;2;135,0;12,15;Si;Si;46;20;1,6;63.0
283;2025-08-13 08:45;2025-08-13 15:45;120115,8;120792,3;0,56;UP;121076,2;Close Breakout;121076,2;0;WIN;2;137,0;5,57;Si;Si;85;39;3,2;61.0
284;2025-08-13 14:15;2025-08-13 17:40;121433,47255000002;121936,79210000002;0,41;UP;122055,2;Close Breakout;122055,2;0;WIN;2;139,0;6,26;Si;Si;42;27;2,2;59.0
285;2025-08-14 00:25;2025-08-14 07:20;122931;123634,74280000002;0,57;DOWN;122767,3;Close Breakout;122767,3;0;WIN;2;141,0;54,08;Si;Si;84;22;1,8;59.0
286;2025-08-14 05:40;2025-08-14 07:30;121420,21990000001;121960,5188;0,44;DOWN;121162,5;Close Breakout;121162,5;0;WIN;2;143,0;78,61;Si;Si;23;26;2,1;66.0
287;2025-08-14 07:25;2025-08-14 07:30;120651,29;121151,52999999998;0,41;UP;121158;Close Breakout;121158;0;LOSS;-1;142,0;10,9;Si;Si;2;20;1,6;66.0
288;2025-08-15 08:25;2025-08-15 10:05;118431,5;119171,85334999999;0,62;DOWN;118428,9;Close Breakout;118428,9;0;WIN;2;144,0;87,23;Si;Si;21;31;2,5;45.0
289;2025-08-17 03:35;2025-08-17 08:50;117832,08765;118000,94605000003;0,14;UP;118058,6;Close Breakout;118058,6;0;WIN;2;146,0;30,77;Si;Si;64;25;2;63.0
290;2025-08-17 11:35;2025-08-17 19:25;117950;118349,21455000002;0,34;DOWN;117908,1;Close Breakout;117908,1;0;WIN;2;148,0;158,22;Si;Si;95;72;5,9;61.0
291;2025-08-17 17:30;2025-08-17 18:20;117513,39355;117800;0,24;UP;117850,1;Close Breakout;117850,1;0;LOSS;-1;147,0;27,2;Si;Si;11;29;2,3;62.0
292;2025-08-18 07:55;2025-08-18 08:55;114798,1847;115403,7478;0,53;UP;115469,7;Close Breakout;115469,7;0;LOSS;-1;146,0;16,06;Si;Si;13;64;5,2;59.0
293;2025-08-18 17:00;2025-08-18 19:20;116017,3;116624,66859999999;0,52;UP;116907,5;Close Breakout;116907,5;0;LOSS;-1;145,0;9,4;Si;Si;29;53;4,3;59.0
294;2025-08-19 09:15;2025-08-21 12:10;114627,5273;115838,9;1,05;DOWN;114600,7;Close Breakout;114600,7;0;WIN;2;147,0;44,19;Si;Si;612;85;7;44.0
295;2025-08-20 06:10;2025-08-20 06:10;112751,73739999998;113983,1;1,09;UP;113575,9;Close Breakout;113575,9;0;LOSS;-1;146,0;904,61;Si;Si;1;178;14,8;52.0
296;2025-08-20 21:20;2025-08-20 22:05;113904;114564,3;0,58;DOWN;113889,9;Close Breakout;113889,9;0;LOSS;-1;145,0;95,99;Si;Si;10;39;3,2;50.0
297;2025-08-21 04:00;2025-08-21 11:50;113487,62845;113958,88314999998;0,41;DOWN;113446,3;Close Breakout;113446,3;0;WIN;2;147,0;104,85;Si;Si;95;35;2,8;67.0
298;2025-08-21 06:45;2025-08-21 08:35;113220,96095;113541,50834999997;0,28;DOWN;113023,9;Close Breakout;113023,9;0;LOSS;-1;146,0;127,7;Si;Si;23;24;1,9;63.0
299;2025-08-22 06:35;2025-08-22 09:00;112143,1255;113119,56755;0,87;DOWN;112137,9;Close Breakout;112137,9;0;LOSS;-1;145,0;53,93;Si;Si;30;211;17,5;55.0
300;2025-08-22 20:35;2025-08-23 06:55;116455,22095;117085,74015;0,54;DOWN;116400,3;Close Breakout;116400,3;0;WIN;2;147,0;94,55;Si;Si;125;41;3,3;60.0
301;2025-08-23 07:50;2025-08-23 09:45;115263,1;115700,2603;0,38;DOWN;115195;Close Breakout;115195;0;WIN;2;149,0;210,37;Si;Si;24;33;2,7;61.0
302;2025-08-23 11:50;2025-08-24 05:30;114676,62885000001;114949,72115;0,24;UP;115023,9;Close Breakout;115023,9;0;LOSS;-1;148,0;30,65;Si;Si;213;20;1,6;63.0
303;2025-08-23 21:45;2025-08-24 14:30;115172;115582,3;0,36;DOWN;115158,6;Close Breakout;115158,6;0;WIN;2;150,0;110,96;Si;Si;202;46;3,8;47.0
304;2025-08-24 13:10;2025-08-24 14:30;114273,35585;114581,7;0,27;UP;114766,8;Close Breakout;114766,8;0;LOSS;-1;149,0;22,03;Si;Si;17;28;2,2;62.0
305;2025-08-24 22:55;2025-08-25 02:35;113112,38545;113693,40525000003;0,51;DOWN;112890;Close Breakout;112890;0;WIN;2;151,0;69,75;Si;Si;45;64;5,2;60.0
306;2025-08-25 01:30;2025-08-25 08:45;112197,8;112897,44035000002;0,62;DOWN;112120,7;Close Breakout;112120,7;0;WIN;2;153,0;73,89;Si;Si;88;28;2,2;58.0
307;2025-08-25 06:50;2025-08-25 09:05;110832,28445;111833,5812;0,9;DOWN;111226,6;Close Breakout;111226,6;0;LOSS;-1;152,0;85,25;Si;Si;28;39;3,2;48.0
308;2025-08-25 14:15;2025-08-25 15:10;111959,25865000002;112770,53925;0,72;DOWN;111762,4;Close Breakout;111762,4;0;WIN;2;154,0;61,93;Si;Si;12;56;4,6;58.0
309;2025-08-26 06:15;2025-08-26 07:35;109830,57605;110523,52509999998;0,63;DOWN;109812,3;Close Breakout;109812,3;0;LOSS;-1;153,0;87,08;Si;Si;17;46;3,8;58.0
310;2025-08-27 23:05;2025-08-28 21:45;110960,5;111945,9;0,88;UP;112041,2;Close Breakout;112041,2;0;LOSS;-1;152,0;20,02;Si;Si;273;384;31,9;55.0
311;2025-08-28 17:00;2025-08-28 20:05;111736,26275;112118,3167;0,34;UP;112126,4;Close Breakout;112126,4;0;LOSS;-1;151,0;51,54;Si;Si;38;28;2,2;61.0
312;2025-08-28 19:40;2025-08-28 20:20;112211,12109999999;112586,09895;0,33;DOWN;112182;Close Breakout;112182;0;WIN;2;153,0;146,77;Si;Si;9;28;2,2;61.0
313;2025-08-29 00:15;2025-08-29 02:15;111379,07169999999;111801,2567;0,38;DOWN;111311,9;Close Breakout;111311,9;0;WIN;2;155,0;105,36;Si;Si;25;26;2,1;59.0
314;2025-08-29 07:20;2025-08-29 07:30;109727,58660000001;110250;0,47;UP;110274,6;Close Breakout;110274,6;0;WIN;2;157,0;30,71;Si;Si;3;28;2,2;61.0
315;2025-08-30 23:00;2025-08-31 05:20;109116,21604999999;109334,09244999998;0,2;DOWN;109063,3;Close Breakout;109063,3;0;WIN;2;159,0;129,17;Si;Si;77;21;1,7;62.0
316;2025-08-31 03:20;2025-08-31 04:45;108581,73034999997;108779,27964999998;0,18;UP;108832;Close Breakout;108832;0;LOSS;-1;158,0;75,69;Si;Si;18;20;1,6;62.0
317;2025-08-31 10:35;2025-08-31 18:30;108155,9581;108513,5;0,33;UP;108571,3;Close Breakout;108571,3;0;LOSS;-1;157,0;47,34;Si;Si;96;35;2,8;61.0
318;2025-08-31 18:00;2025-08-31 21:45;108762,4;109129,6;0,34;DOWN;108624,2;Close Breakout;108624,2;0;WIN;2;159,0;84,77;Si;Si;46;47;3,8;61.0
319;2025-09-01 00:35;2025-09-01 02:50;107202;107701;0,46;UP;107916,8;Close Breakout;107916,8;0;WIN;2;161,0;31,61;Si;Si;28;35;2,8;61.0
320;2025-09-01 21:45;2025-09-02 07:40;108527,92115000001;109649;1,03;UP;109726,6;Close Breakout;109726,6;0;LOSS;-1;160,0;28,11;Si;Si;120;156;12,9;50.0
321;2025-09-02 15:05;2025-09-03 09:40;110028,65294999997;110835,92225;0,73;UP;111017;Close Breakout;111017;0;WIN;2;162,0;24,26;Si;Si;224;129;10,7;60.0
322;2025-09-04 08:45;2025-09-04 17:55;110475,50230000002;111963,97344999999;1,34;DOWN;110378;Close Breakout;110378;0;LOSS;-1;161,0;71,78;Si;Si;111;479;39,8;49.0
323;2025-09-04 15:15;2025-09-04 17:55;109719,40225;110170;0,41;UP;110176,6;Close Breakout;110176,6;0;WIN;2;163,0;31,23;Si;Si;33;27;2,2;49.0
324;2025-09-04 17:50;2025-09-05 02:00;110161,2896;110748,9;0,53;UP;110806,3;Close Breakout;110806,3;0;WIN;2;165,0;28,61;Si;Si;99;31;2,5;59.0
325;2025-09-05 01:50;2025-09-05 02:10;111290,35454999999;111714,23675000001;0,38;UP;111738,3;Close Breakout;111738,3;0;WIN;2;167,0;52,43;Si;Si;5;27;2,2;61.0
326;2025-09-05 07:30;2025-09-05 07:30;112069,18264999999;112641,7;0,51;UP;112854,8;Close Breakout;112854,8;0;LOSS;-1;166,0;17,61;Si;Si;1;38;3,1;60.0
327;2025-09-05 13:25;2025-09-06 11:00;110326,2;110918,7;0,54;UP;111017,6;Close Breakout;111017,6;0;LOSS;-1;165,0;17,54;Si;Si;260;32;2,6;60.0
328;2025-09-06 10:10;2025-09-06 11:20;110713,4;110913,43;0,18;DOWN;110637;Close Breakout;110637;0;WIN;2;167,0;171,68;Si;Si;15;28;2,2;63.0
329;2025-09-06 19:55;2025-09-06 21:55;110098,15140000002;110275,95420000002;0,16;UP;110301,9;Close Breakout;110301,9;0;WIN;2;169,0;103,31;Si;Si;25;22;1,8;62.0
330;2025-09-07 02:30;2025-09-07 03:25;110433,5;110673,39840000002;0,22;UP;110698;Close Breakout;110698;0;WIN;2;171,0;63,56;Si;Si;12;31;2,5;62.0
