sep=;
# Multi-simbolo: ETHUSDT, XRPUSDT, BTCUSDT, TRXUSDT, GALAUSDT, SUIUSDT, TRBUSDT, SOLUSDT, ADAUSDT, DOGEUSDT
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 6, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "va_breakout", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "zone_opposite", "atr_dyn_period": 100, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.5, "atr_dyn_min_bars": 20, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 30, "ttm_kc_multiplier": 1, "ttm_min_squeeze_bars": 10, "use_bbwp_scoring": false, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70, "min_score_filter": 30, "use_continuation_score": false, "sl_poc_buffer_pct": 50, "vp_bins_per_zone": 30, "tp_rr_ratio": 1}
# Fecha: 2026-02-08T08:53:30.852824
zona_num;simbolo;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;sl_price;tp_price;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score
446;TRBUSDT;2026-02-05 13:17;2026-02-05 13:23;14,398;14,727850000000004;2,26;DOWN;14,414;VA Breakout;14,414;0;14,58;14,25;WIN;2,0;550,0;14,16;Si;Si;7;46;0,8;33.0
447;TRBUSDT;2026-02-05 13:53;2026-02-05 15:15;14,212545000000002;14,419655000000002;1,45;UP;14,485;VA Breakout;14,485;0;14,26;14,71;LOSS;-1,0;549,0;4,47;Si;Si;83;28;0,5;61.0
448;SUIUSDT;2026-02-05 13:55;2026-02-05 14:51;0,920598;0,9565405000000002;3,83;UP;0,9457;VA Breakout;0,9457;0;0,92;0,97;LOSS;-1,0;548,0;3,65;Si;Si;57;83;1,4;54.0
449;DOGEUSDT;2026-02-05 13:56;2026-02-05 15:15;0,0902994;0,09358545;3,57;UP;0,09247;VA Breakout;0,09247;0;0,09;0,09;LOSS;-1,0;547,0;4,18;Si;Si;80;83;1,4;54.0
450;GALAUSDT;2026-02-05 15:13;2026-02-05 15:15;0,004036345;0,004187425;3,67;DOWN;0,004054;VA Breakout;0,004054;0;0,0;0,0;WIN;2,0;549,0;14,43;Si;Si;3;164;2,7;50.0
451;TRBUSDT;2026-02-05 15:13;2026-02-05 15:16;14,337;14,600795;1,82;DOWN;14,353;VA Breakout;14,353;0;14,5;14,21;WIN;2,0;551,0;15,12;Si;Si;4;81;1,3;60.0
452;DOGEUSDT;2026-02-05 15:13;2026-02-05 15:22;0,0906746;0,0928065;2,32;DOWN;0,09081;VA Breakout;0,09081;0;0,09;0,09;WIN;2,0;553,0;5,58;Si;Si;10;81;1,3;58.0
453;ETHUSDT;2026-02-05 15:14;2026-02-05 15:22;1912,9181999999998;2008,03;4,85;DOWN;1921,2;VA Breakout;1921,2;0;1972,84;1869,56;WIN;2,0;555,0;3,5;Si;Si;9;262;4,3;37.0
454;BTCUSDT;2026-02-05 15:14;2026-02-05 15:22;64881,6;67300,2585;3,66;DOWN;65013,8;VA Breakout;65013,8;0;66211,89;63815,71;WIN;2,0;557,0;4,28;Si;Si;9;163;2,7;45.0
455;SUIUSDT;2026-02-05 15:14;2026-02-05 15:16;0,9182054999999997;0,948006;3,19;DOWN;0,9178;VA Breakout;0,9178;0;0,93;0,91;WIN;2,0;559,0;13,62;Si;Si;3;74;1,2;53.0
456;SOLUSDT;2026-02-05 15:14;2026-02-05 15:16;80,94105;84,2013;3,95;DOWN;81,22;VA Breakout;81,22;0;82,0;80,44;WIN;2,0;561,0;17,82;Si;Si;3;166;2,8;52.0
457;ADAUSDT;2026-02-05 15:14;2026-02-05 15:16;0,2523695;0,26178450000000003;3,66;DOWN;0,2535;VA Breakout;0,2535;0;0,26;0,25;WIN;2,0;563,0;13,5;Si;Si;3;165;2,7;40.0
458;TRXUSDT;2026-02-05 15:15;2026-02-05 15:36;0,27228929999999996;0,27321;0,34;DOWN;0,27218;VA Breakout;0,27218;0;0,27;0,27;WIN;2,0;565,0;5,92;Si;Si;22;53;0,9;65.0
459;ETHUSDT;2026-02-05 15:49;2026-02-05 16:00;1849,0285500000002;1880,5685500000002;1,69;DOWN;1849,26;VA Breakout;1849,26;0;1877,05;1821,47;LOSS;-1,0;564,0;3,92;Si;Si;12;28;0,5;41.0
460;BTCUSDT;2026-02-05 15:49;2026-02-05 15:53;63088,8;64147,36299999999;1,66;DOWN;63248,4;VA Breakout;63248,4;0;63899,19;62597,61;WIN;2,0;566,0;5,16;Si;Si;5;29;0,5;47.0
461;XRPUSDT;2026-02-05 16:13;2026-02-05 16:18;1,1735145;1,2004534999999998;2,27;DOWN;1,1737;VA Breakout;1,1737;0;1,19;1,16;WIN;2,0;568,0;3,04;Si;Si;6;35;0,6;46.0
462;TRXUSDT;2026-02-05 17:16;2026-02-05 17:18;0,27006205;0,27153554999999996;0,54;DOWN;0,27013;VA Breakout;0,27013;0;0,27;0,27;WIN;2,0;570,0;7,67;Si;Si;3;62;1,0;47.0
463;TRBUSDT;2026-02-05 17:27;2026-02-05 17:28;13,695;14,11174;3,0;DOWN;13,79;VA Breakout;13,79;0;13,94;13,64;LOSS;-1,0;569,0;11,42;Si;Si;2;66;1,1;55.0
464;XRPUSDT;2026-02-05 17:28;2026-02-05 17:51;1,1513;1,191438;3,43;UP;1,1905;VA Breakout;1,1905;0;1,16;1,22;WIN;2,0;571,0;11,66;Si;Si;24;67;1,1;58.0
465;SOLUSDT;2026-02-05 18:03;2026-02-05 18:34;77,66;80,6158;3,73;UP;80,49;VA Breakout;80,49;0;79,36;81,62;LOSS;-1,0;570,0;8,27;Si;Si;32;92;1,5;53.0
466;GALAUSDT;2026-02-05 18:08;2026-02-05 18:41;0,003855;0,003991;3,47;UP;0,003979;VA Breakout;0,003979;0;0,0;0,0;LOSS;-1,0;569,0;6,13;Si;Si;34;107;1,8;53.0
467;ADAUSDT;2026-02-05 18:08;2026-02-05 18:41;0,2445;0,2527;3,3;UP;0,2522;VA Breakout;0,2522;0;0,25;0,26;LOSS;-1,0;568,0;5,56;Si;Si;34;108;1,8;44.0
468;TRXUSDT;2026-02-05 18:15;2026-02-05 18:18;0,27011;0,27095;0,31;DOWN;0,2704;VA Breakout;0,2704;0;0,27;0,27;WIN;2,0;570,0;9,64;Si;Si;4;38;0,6;42.0
469;SUIUSDT;2026-02-05 18:20;2026-02-05 18:35;0,8815;0,9151;3,74;UP;0,9039;VA Breakout;0,9039;0;0,9;0,91;LOSS;-1,0;569,0;15,28;Si;Si;16;120;2,0;54.0
470;TRBUSDT;2026-02-05 18:35;2026-02-05 18:41;13,902925000000002;14,218;2,24;DOWN;13,932;VA Breakout;13,932;0;14,04;13,83;WIN;2,0;571,0;17,0;Si;Si;7;52;0,8;58.0
471;DOGEUSDT;2026-02-05 18:38;2026-02-05 18:38;0,08736;0,09114;4,24;UP;0,08941;VA Breakout;0,08941;0;0,09;0,09;LOSS;-1,0;570,0;99,77;Si;Si;1;138;2,3;35.0
472;ETHUSDT;2026-02-05 18:41;2026-02-05 19:05;1818,4;1903,14;4,55;DOWN;1842,83;VA Breakout;1842,83;0;1890,35;1795,31;WIN;2,0;572,0;2,16;Si;No;25;147;2,4;49.0
473;BTCUSDT;2026-02-05 18:52;2026-02-05 19:08;62709,28750000001;64868,0;3,38;DOWN;62905,0;VA Breakout;62905,0;0;64456,75;61353,25;WIN;2,0;574,0;1,94;No;No;17;133;2,2;58.0
474;BTCUSDT;2026-02-05 20:45;2026-02-05 20:47;63672,239;64843,339499999995;1,82;UP;64655,3;VA Breakout;64655,3;0;64227,41;65083,19;WIN;2,0;576,0;16,51;Si;Si;3;43;0,7;39.0
475;XRPUSDT;2026-02-05 20:46;2026-02-06 00:06;1,203063;1,2633625;4,89;UP;1,2631;VA Breakout;1,2631;0;1,22;1,3;WIN;2,0;578,0;7,03;Si;Si;201;65;1,1;49.0
476;TRXUSDT;2026-02-05 20:47;2026-02-05 21:01;0,26916855;0,27072355000000003;0,58;UP;0,27066;VA Breakout;0,27066;0;0,27;0,27;WIN;2,0;580,0;5,86;Si;Si;15;58;0,9;48.0
477;GALAUSDT;2026-02-05 21:11;2026-02-05 21:20;0,00376679;0,0039502949999999995;4,76;UP;0,003904;VA Breakout;0,003904;0;0,0;0,0;LOSS;-1,0;579,0;7,94;Si;Si;10;95;1,6;39.0
478;SUIUSDT;2026-02-05 21:12;2026-02-06 00:54;0,8628329999999999;0,9154614999999999;5,92;UP;0,8989;VA Breakout;0,8989;0;0,86;0,94;WIN;2,0;581,0;3,59;Si;Si;223;96;1,6;47.0
479;TRBUSDT;2026-02-05 21:24;2026-02-06 00:06;13,407004999999998;14,10776;5,09;DOWN;13,595;VA Breakout;13,595;0;13,99;13,2;LOSS;-1,0;580,0;0,09;No;No;163;97;1,6;46.0
480;BTCUSDT;2026-02-05 22:45;2026-02-05 22:52;64294,9835;65222,496999999996;1,43;DOWN;64444,4;VA Breakout;64444,4;0;65031,42;63857,38;WIN;2,0;582,0;1,23;No;No;8;62;1,0;40.0
481;XRPUSDT;2026-02-05 23:17;2026-02-06 00:06;1,2433215;1,2770050000000004;2,67;UP;1,2746;VA Breakout;1,2746;0;1,25;1,3;WIN;2,0;584,0;12,07;Si;Si;50;126;2,1;36.0
482;TRXUSDT;2026-02-05 23:18;2026-02-06 00:14;0,26906;0,27037194999999997;0,49;UP;0,26987;VA Breakout;0,26987;0;0,27;0,27;WIN;2,0;586,0;10,8;Si;Si;57;89;1,5;66.0
483;DOGEUSDT;2026-02-05 23:24;2026-02-06 00:54;0,08638115000000002;0,09135;5,59;UP;0,09103;VA Breakout;0,09103;0;0,09;0,09;WIN;2,0;588,0;4,59;Si;Si;91;218;3,6;45.0
484;SUIUSDT;2026-02-05 23:31;2026-02-05 23:39;0,881967;0,9003925000000002;2,07;DOWN;0,8857;VA Breakout;0,8857;0;0,89;0,88;WIN;2,0;590,0;1,56;No;No;9;121;2,0;58.0
485;GALAUSDT;2026-02-06 00:02;2026-02-06 00:51;0,0037750649999999998;0,003876;2,64;UP;0,003874;VA Breakout;0,003874;0;0,0;0,0;WIN;2,0;592,0;6,62;Si;Si;50;117;1,9;46.0
486;ADAUSDT;2026-02-06 00:02;2026-02-06 00:05;0,2493545;0,25239049999999996;1,21;UP;0,2518;VA Breakout;0,2518;0;0,25;0,25;WIN;2,0;594,0;23,79;Si;Si;4;47;0,8;60.0
487;BTCUSDT;2026-02-06 00:10;2026-02-06 00:12;64527,57400000001;65392,1;1,33;UP;65078,4;VA Breakout;65078,4;0;64732,71;65424,09;WIN;2,0;596,0;19,21;Si;Si;3;54;0,9;45.0
488;SOLUSDT;2026-02-06 00:10;2026-02-06 00:50;75,69;78,38;3,49;UP;78,17;VA Breakout;78,17;0;76,24;80,1;WIN;2,0;598,0;6,02;Si;Si;41;179;3,0;35.0
489;DOGEUSDT;2026-02-06 00:31;2026-02-06 00:41;0,09097;0,09170435;0,8;UP;0,09162;VA Breakout;0,09162;0;0,09;0,09;WIN;2,0;600,0;17,92;Si;Si;11;29;0,5;63.0
490;ETHUSDT;2026-02-06 00:32;2026-02-06 00:50;1898,6964;1926,1;1,43;UP;1923,54;VA Breakout;1923,54;0;1900,54;1946,54;WIN;2,0;602,0;10,22;Si;Si;19;77;1,3;51.0
491;ADAUSDT;2026-02-06 00:57;2026-02-06 01:44;0,25337800000000005;0,2587;2,08;UP;0,2571;VA Breakout;0,2571;0;0,25;0,26;LOSS;-1,0;601,0;9,94;Si;Si;48;47;0,8;33.0
492;SUIUSDT;2026-02-06 01:19;2026-02-06 02:00;0,9296880000000002;0,9384565000000001;0,94;DOWN;0,9274;VA Breakout;0,9274;0;0,94;0,92;WIN;2,0;603,0;2,35;Si;No;42;23;0,4;64.0
493;TRBUSDT;2026-02-06 01:19;2026-02-06 01:23;14,056;14,1536;0,69;DOWN;14,049;VA Breakout;14,049;0;14,09;14,01;WIN;2,0;605,0;12,1;Si;Si;5;23;0,4;65.0
494;DOGEUSDT;2026-02-06 01:23;2026-02-06 01:35;0,09251;0,09342960000000002;0,99;DOWN;0,09258;VA Breakout;0,09258;0;0,09;0,09;WIN;2,0;607,0;3,48;Si;Si;13;28;0,5;64.0
495;GALAUSDT;2026-02-06 01:31;2026-02-06 01:46;0,003932;0,003984949999999999;1,34;DOWN;0,003934;VA Breakout;0,003934;0;0,0;0,0;WIN;2,0;609,0;1,6;No;No;16;36;0,6;36.0
496;XRPUSDT;2026-02-06 02:06;2026-02-06 03:30;1,2958;1,3176965;1,68;DOWN;1,3004;VA Breakout;1,3004;0;1,31;1,29;WIN;2,0;611,0;1,15;No;No;85;42;0,7;55.0
497;ADAUSDT;2026-02-06 02:06;2026-02-06 05:20;0,253;0,259333;2,47;DOWN;0,2541;VA Breakout;0,2541;0;0,26;0,25;LOSS;-1,0;610,0;0,93;No;No;195;69;1,1;40.0
498;DOGEUSDT;2026-02-06 02:06;2026-02-06 02:08;0,09102;0,0923492;1,45;DOWN;0,09117;VA Breakout;0,09117;0;0,09;0,09;WIN;2,0;612,0;2,15;Si;No;3;41;0,7;41.0
499;GALAUSDT;2026-02-06 02:07;2026-02-06 02:32;0,003874;0,003919745;1,17;DOWN;0,003869;VA Breakout;0,003869;0;0,0;0,0;LOSS;-1,0;611,0;0,49;No;No;26;31;0,5;63.0
500;SOLUSDT;2026-02-06 02:29;2026-02-06 05:19;78,63705;81,58015000000002;3,67;DOWN;79,45;VA Breakout;79,45;0;81,69;77,21;LOSS;-1,0;610,0;0,37;No;No;171;99;1,6;39.0
501;XRPUSDT;2026-02-06 02:30;2026-02-06 02:41;1,28555;1,3005225;1,16;UP;1,2991;VA Breakout;1,2991;0;1,29;1,31;WIN;2,0;612,0;18,27;Si;Si;12;22;0,3;36.0
502;TRXUSDT;2026-02-06 03:52;2026-02-06 03:52;0,26832;0,26891040000000005;0,22;UP;0,26908;VA Breakout;0,26908;0;0,27;0,27;LOSS;-1,0;611,0;17,16;Si;Si;1;38;0,6;69.0
503;BTCUSDT;2026-02-06 04:22;2026-02-06 04:32;64461,6;65521,5;1,63;UP;65293,0;VA Breakout;65293,0;0;64738,65;65847,35;WIN;2,0;613,0;11,59;Si;Si;11;165;2,7;61.0
504;XRPUSDT;2026-02-06 04:23;2026-02-06 04:32;1,2841449999999996;1,3056210000000001;1,66;UP;1,3024;VA Breakout;1,3024;0;1,29;1,32;WIN;2,0;615,0;14,05;Si;Si;10;95;1,6;49.0
505;SOLUSDT;2026-02-06 04:23;2026-02-06 04:32;78,60574999999999;80,12;1,91;UP;79,64;VA Breakout;79,64;0;78,84;80,44;WIN;2,0;617,0;12,64;Si;Si;10;95;1,6;57.0
506;ETHUSDT;2026-02-06 04:24;2026-02-06 08:20;1864,5;1914,9266499999999;2,67;UP;1902,63;VA Breakout;1902,63;0;1856,62;1948,64;WIN;2,0;619,0;5,56;Si;Si;237;115;1,9;56.0
507;ADAUSDT;2026-02-06 04:24;2026-02-06 04:35;0,2486;0,2545;2,35;UP;0,2529;VA Breakout;0,2529;0;0,25;0,26;WIN;2,0;621,0;9,31;Si;Si;12;136;2,2;57.0
508;GALAUSDT;2026-02-06 04:25;2026-02-06 04:32;0,003857739999999999;0,003906;1,24;UP;0,003895;VA Breakout;0,003895;0;0,0;0,0;WIN;2,0;623,0;19,29;Si;Si;8;58;0,9;63.0
509;DOGEUSDT;2026-02-06 04:25;2026-02-06 04:32;0,09009;0,09156;1,62;UP;0,09116;VA Breakout;0,09116;0;0,09;0,09;WIN;2,0;625,0;15,84;Si;Si;8;139;2,3;59.0
510;TRBUSDT;2026-02-06 04:27;2026-02-06 04:32;13,619130000000002;13,764;1,06;UP;13,752;VA Breakout;13,752;0;13,64;13,86;WIN;2,0;627,0;15,58;Si;Si;6;60;1,0;63.0
511;SUIUSDT;2026-02-06 04:32;2026-02-06 06:34;0,9063250000000003;0,9315;2,74;UP;0,9286;VA Breakout;0,9286;0;0,9;0,95;WIN;2,0;629,0;4,13;Si;Si;123;183;3,0;56.0
512;XRPUSDT;2026-02-06 05:14;2026-02-06 05:18;1,3229885000000001;1,3409;1,34;UP;1,3361;VA Breakout;1,3361;0;1,32;1,35;WIN;2,0;631,0;16,84;Si;Si;5;27;0,4;62.0
513;SUIUSDT;2026-02-06 05:14;2026-02-06 05:16;0,9303084999999999;0,9418;1,23;UP;0,9375;VA Breakout;0,9375;0;0,93;0,94;WIN;2,0;633,0;22,3;Si;Si;3;27;0,4;62.0
514;GALAUSDT;2026-02-06 05:15;2026-02-06 05:16;0,0039615;0,003995515000000001;0,85;UP;0,00399;VA Breakout;0,00399;0;0,0;0,0;WIN;2,0;635,0;31,78;Si;Si;2;28;0,5;64.0
515;ADAUSDT;2026-02-06 05:15;2026-02-06 05:19;0,25579300000000005;0,2579295;0,83;UP;0,2579;VA Breakout;0,2579;0;0,26;0,26;WIN;2,0;637,0;15,32;Si;Si;5;28;0,5;63.0
516;TRBUSDT;2026-02-06 06:26;2026-02-06 08:04;14,0676;14,254175000000004;1,32;DOWN;14,102;VA Breakout;14,102;0;14,25;13,95;LOSS;-1,0;636,0;0,0;No;No;99;57;0,9;47.0
517;BTCUSDT;2026-02-06 06:49;2026-02-06 06:56;65682,13750000003;66400,0;1,09;UP;66244,6;VA Breakout;66244,6;0;65805,65;66683,55;WIN;2,0;638,0;12,47;Si;Si;8;96;1,6;46.0
518;ADAUSDT;2026-02-06 07:00;2026-02-06 07:32;0,2601075;0,2635;1,3;DOWN;0,2602;VA Breakout;0,2602;0;0,26;0,26;LOSS;-1,0;637,0;0,36;No;No;33;88;1,4;61.0
519;SUIUSDT;2026-02-06 07:04;2026-02-06 08:03;0,9420260000000001;0,9538;1,24;DOWN;0,9429;VA Breakout;0,9429;0;0,95;0,94;LOSS;-1,0;636,0;0,63;No;No;60;98;1,6;61.0
520;XRPUSDT;2026-02-06 07:21;2026-02-06 07:23;1,3488015;1,3708630000000002;1,62;UP;1,3657;VA Breakout;1,3657;0;1,36;1,37;WIN;2,0;638,0;26,06;Si;Si;3;86;1,4;39.0
521;SOLUSDT;2026-02-06 07:22;2026-02-06 08:04;80,38;81,8599;1,82;UP;81,63;VA Breakout;81,63;0;80,98;82,28;WIN;2,0;640,0;12,59;Si;Si;43;153;2,5;59.0
522;TRBUSDT;2026-02-06 08:01;2026-02-06 08:04;14,099124999999999;14,229;0,92;UP;14,2;VA Breakout;14,2;0;14,14;14,26;WIN;2,0;642,0;21,63;Si;Si;4;89;1,5;63.0
523;GALAUSDT;2026-02-06 08:02;2026-02-06 08:04;0,004005254999999999;0,00406;1,36;UP;0,004053;VA Breakout;0,004053;0;0,0;0,0;WIN;2,0;644,0;16,16;Si;Si;3;159;2,6;47.0
524;SOLUSDT;2026-02-06 08:03;2026-02-06 08:12;81,17129999999999;81,85190000000001;0,83;UP;81,93;VA Breakout;81,93;0;81,46;82,4;WIN;2,0;646,0;16,6;Si;Si;10;38;0,6;63.0
525;XRPUSDT;2026-02-06 08:09;2026-02-06 08:11;1,3680534999999998;1,3863;1,32;UP;1,3836;VA Breakout;1,3836;0;1,37;1,4;WIN;2,0;648,0;12,43;Si;Si;3;48;0,8;44.0
526;BTCUSDT;2026-02-06 08:09;2026-02-06 08:12;66080,0;66837,9;1,14;UP;66596,5;VA Breakout;66596,5;0;66159,28;67033,72;WIN;2,0;650,0;11,72;Si;Si;4;66;1,1;40.0
527;ETHUSDT;2026-02-06 08:10;2026-02-06 08:14;1909,51;1943,58;1,77;UP;1930,66;VA Breakout;1930,66;0;1921,59;1939,73;WIN;2,0;652,0;25,14;Si;Si;5;202;3,4;60.0
528;SUIUSDT;2026-02-06 08:10;2026-02-06 08:21;0,9413125;0,9534;1,28;UP;0,9519;VA Breakout;0,9519;0;0,94;0,96;WIN;2,0;654,0;7,89;Si;Si;12;51;0,8;61.0
529;DOGEUSDT;2026-02-06 08:12;2026-02-06 08:50;0,0921;0,09424;2,3;UP;0,09412;VA Breakout;0,09412;0;0,09;0,1;WIN;2,0;656,0;6,19;Si;Si;39;203;3,4;57.0
530;TRXUSDT;2026-02-06 08:19;2026-02-06 09:38;0,26847;0,26894;0,17;UP;0,26935;VA Breakout;0,26935;0;0,27;0,27;WIN;2,0;658,0;10,96;Si;Si;80;67;1,1;65.0
531;ADAUSDT;2026-02-06 08:19;2026-02-06 09:34;0,2605805;0,2636;1,15;UP;0,2637;VA Breakout;0,2637;0;0,26;0,27;WIN;2,0;660,0;6,04;Si;Si;76;60;1,0;62.0
532;XRPUSDT;2026-02-06 09:01;2026-02-06 09:08;1,4239734999999998;1,4401505;1,13;DOWN;1,4214;VA Breakout;1,4214;0;1,44;1,41;WIN;2,0;662,0;2,23;Si;No;8;22;0,3;67.0
533;SOLUSDT;2026-02-06 09:02;2026-02-06 09:21;82,88;83,71874999999999;1,01;DOWN;82,82;VA Breakout;82,82;0;83,64;82,0;WIN;2,0;664,0;1,23;No;No;20;23;0,4;64.0
534;DOGEUSDT;2026-02-06 09:02;2026-02-06 09:05;0,09464;0,0953884;0,79;DOWN;0,09461;VA Breakout;0,09461;0;0,1;0,09;WIN;2,0;666,0;1,38;No;No;4;25;0,4;64.0
535;ADAUSDT;2026-02-06 09:20;2026-02-06 09:30;0,26292899999999997;0,264825;0,72;DOWN;0,2631;VA Breakout;0,2631;0;0,26;0,26;LOSS;-1,0;665,0;0,71;No;No;11;24;0,4;64.0
536;DOGEUSDT;2026-02-06 09:29;2026-02-06 09:30;0,0936962;0,09437859999999998;0,73;UP;0,09432;VA Breakout;0,09432;0;0,09;0,09;WIN;2,0;667,0;29,97;Si;Si;2;25;0,4;61.0
537;GALAUSDT;2026-02-06 09:30;2026-02-06 09:31;0,004078;0,00412265;1,09;UP;0,004121;VA Breakout;0,004121;0;0,0;0,0;WIN;2,0;669,0;13,05;Si;Si;2;57;0,9;62.0
538;SUIUSDT;2026-02-06 09:30;2026-02-06 09:30;0,9438;0,9555455;1,24;UP;0,9552;VA Breakout;0,9552;0;0,95;0,96;WIN;2,0;671,0;14,22;Si;Si;1;57;0,9;62.0
539;ETHUSDT;2026-02-06 09:31;2026-02-06 09:45;1932,97;1959,71965;1,37;UP;1963,38;VA Breakout;1963,38;0;1932,05;1994,71;WIN;2,0;673,0;6,23;Si;Si;15;54;0,9;61.0
540;XRPUSDT;2026-02-06 10:32;2026-02-06 10:39;1,456544;1,4905345;2,31;UP;1,489;VA Breakout;1,489;0;1,46;1,52;WIN;2,0;675,0;1,69;No;No;8;48;0,8;56.0
541;TRXUSDT;2026-02-06 10:33;2026-02-06 10:40;0,27094234999999994;0,27138155;0,16;UP;0,27144;VA Breakout;0,27144;0;0,27;0,27;WIN;2,0;677,0;18,36;Si;Si;8;29;0,5;67.0
542;TRBUSDT;2026-02-06 11:02;2026-02-06 11:06;14,689759999999998;14,82683;0,93;UP;14,818;VA Breakout;14,818;0;14,74;14,89;WIN;2,0;679,0;9,41;Si;Si;5;29;0,5;62.0
543;GALAUSDT;2026-02-06 11:05;2026-02-06 11:10;0,004156;0,00422512;1,65;UP;0,004213;VA Breakout;0,004213;0;0,0;0,0;WIN;2,0;681,0;7,51;Si;Si;6;77;1,3;39.0
544;ADAUSDT;2026-02-06 11:05;2026-02-06 11:10;0,2687845;0,274953;2,27;UP;0,2745;VA Breakout;0,2745;0;0,27;0,28;WIN;2,0;683,0;4,3;Si;Si;6;64;1,1;33.0
545;DOGEUSDT;2026-02-06 11:05;2026-02-06 11:10;0,09529925;0,09700615;1,78;UP;0,09682;VA Breakout;0,09682;0;0,1;0,1;WIN;2,0;685,0;6,15;Si;Si;6;83;1,4;39.0
546;SUIUSDT;2026-02-06 11:08;2026-02-06 11:10;0,974909;0,988946;1,43;UP;0,9859;VA Breakout;0,9859;0;0,98;0,99;WIN;2,0;687,0;6,64;Si;Si;3;37;0,6;47.0
547;SOLUSDT;2026-02-06 11:18;2026-02-06 11:38;83,35070000000002;85,26;2,26;UP;85,35;VA Breakout;85,35;0;83,81;86,89;WIN;2,0;689,0;2,89;Si;No;21;66;1,1;59.0
548;ETHUSDT;2026-02-06 11:25;2026-02-06 12:27;1959,7;2013,0;2,68;UP;2011,93;VA Breakout;2011,93;0;1957,43;2066,43;WIN;2,0;691,0;2,69;Si;No;63;93;1,5;32.0
549;GALAUSDT;2026-02-06 12:14;2026-02-06 12:27;0,004290455000000001;0,004347;1,31;UP;0,004344;VA Breakout;0,004344;0;0,0;0,0;WIN;2,0;693,0;1,92;No;No;14;49;0,8;39.0
550;ETHUSDT;2026-02-06 12:15;2026-02-06 12:27;2020,2917500000003;2049,43;1,43;UP;2046,58;VA Breakout;2046,58;0;2023,96;2069,2;WIN;2,0;695,0;4,95;Si;Si;13;50;0,8;62.0
551;BTCUSDT;2026-02-06 12:15;2026-02-06 12:31;67838,43950000001;70264,4;3,51;UP;70233,0;VA Breakout;70233,0;0;69257,71;71208,29;WIN;2,0;697,0;1,52;No;No;17;122;2,0;38.0
552;SUIUSDT;2026-02-06 12:16;2026-02-06 12:18;1,001657;1,0149915;1,32;UP;1,0114;VA Breakout;1,0114;0;1,01;1,02;WIN;2,0;699,0;2,8;Si;No;3;51;0,8;41.0
553;ADAUSDT;2026-02-06 12:17;2026-02-06 12:31;0,2765315;0,2804025;1,39;UP;0,2803;VA Breakout;0,2803;0;0,28;0,28;WIN;2,0;701,0;1,45;No;No;15;58;0,9;62.0
554;DOGEUSDT;2026-02-06 12:17;2026-02-06 12:21;0,09855405;0,1000484;1,5;UP;0,09979;VA Breakout;0,09979;0;0,1;0,1;WIN;2,0;703,0;3,73;Si;Si;5;51;0,8;63.0
555;SOLUSDT;2026-02-06 12:26;2026-02-06 13:05;85,9536;87,58;1,87;UP;87,52;VA Breakout;87,52;0;86,02;89,02;LOSS;-1,0;702,0;1,52;No;No;40;59;1,0;56.0
556;SUIUSDT;2026-02-06 13:00;2026-02-06 13:07;1,012893;1,024583;1,15;DOWN;1,0134;VA Breakout;1,0134;0;1,03;1,0;WIN;2,0;704,0;4,29;Si;Si;8;26;0,4;43.0
557;ETHUSDT;2026-02-06 13:03;2026-02-06 13:06;2058,27;2080,0635;1,05;DOWN;2059,79;VA Breakout;2059,79;0;2069,73;2049,85;WIN;2,0;706,0;9,1;Si;Si;4;21;0,3;50.0
558;XRPUSDT;2026-02-06 13:03;2026-02-06 14:14;1,4785975;1,5352740000000002;3,76;DOWN;1,4857;VA Breakout;1,4857;0;1,53;1,44;WIN;2,0;708,0;2,16;Si;No;72;135;2,2;52.0
559;SOLUSDT;2026-02-06 13:04;2026-02-06 13:06;86,16;87,30534999999999;1,32;DOWN;86,28;VA Breakout;86,28;0;86,91;85,65;WIN;2,0;710,0;3,42;Si;Si;3;22;0,3;48.0
560;XRPUSDT;2026-02-06 14:09;2026-02-06 14:13;1,4500905000000002;1,4687634999999999;1,28;DOWN;1,4521;VA Breakout;1,4521;0;1,46;1,44;WIN;2,0;712,0;5,98;Si;Si;5;30;0,5;62.0
561;DOGEUSDT;2026-02-06 14:11;2026-02-06 14:16;0,09806320000000002;0,09994925;1,9;DOWN;0,09891;VA Breakout;0,09891;0;0,1;0,1;WIN;2,0;714,0;8,35;Si;Si;6;66;1,1;60.0
