sep=;
# Multi-simbolo: ETHUSDT, XRPUSDT, BTCUSDT, TRXUSDT, GALAUSDT, SUIUSDT, TRBUSDT, SOLUSDT, ADAUSDT, DOGEUSDT
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 6, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "va_breakout", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "zone_opposite", "atr_dyn_period": 100, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.5, "atr_dyn_min_bars": 20, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 30, "ttm_kc_multiplier": 1, "ttm_min_squeeze_bars": 10, "use_bbwp_scoring": false, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70, "min_score_filter": 30, "use_continuation_score": false, "sl_poc_buffer_pct": 50, "vp_bins_per_zone": 30, "tp_rr_ratio": 1}
# Fecha: 2026-02-08T08:53:30.852824
zona_num;simbolo;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;sl_price;tp_price;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score
216;TRBUSDT;2026-02-03 14:05;2026-02-03 14:06;15,264414999999998;15,406884999999997;0,93;UP;15,375;VA Breakout;15,375;0;15,3;15,45;WIN;2,0;249,0;17,84;Si;Si;2;24;0,4;42.0
217;GALAUSDT;2026-02-03 14:06;2026-02-03 14:10;0,004497;0,00455514;1,28;UP;0,004558;VA Breakout;0,004558;0;0,0;0,0;WIN;2,0;251,0;10,03;Si;Si;5;46;0,8;64.0
218;DOGEUSDT;2026-02-03 14:08;2026-02-03 14:10;0,10205865000000001;0,10362900000000001;1,53;UP;0,10351;VA Breakout;0,10351;0;0,1;0,1;WIN;2,0;253,0;12,83;Si;Si;3;46;0,8;62.0
219;XRPUSDT;2026-02-03 14:09;2026-02-03 14:10;1,526529;1,5472295;1,35;UP;1,5462;VA Breakout;1,5462;0;1,54;1,55;WIN;2,0;255,0;13,95;Si;Si;2;45;0,7;56.0
220;SUIUSDT;2026-02-03 14:09;2026-02-03 14:10;1,0722;1,0902535;1,67;UP;1,0891;VA Breakout;1,0891;0;1,08;1,09;WIN;2,0;257,0;16,54;Si;Si;2;45;0,7;46.0
221;ETHUSDT;2026-02-03 14:10;2026-02-03 14:11;2107,78245;2150,23115;1,99;UP;2147,61;VA Breakout;2147,61;0;2137,2;2158,02;WIN;2,0;259,0;18,83;Si;Si;2;48;0,8;57.0
222;ADAUSDT;2026-02-03 14:10;2026-02-03 14:11;0,28112;0,28604199999999996;1,74;UP;0,2863;VA Breakout;0,2863;0;0,28;0,29;WIN;2,0;261,0;7,96;Si;Si;2;48;0,8;57.0
223;SOLUSDT;2026-02-03 14:11;2026-02-03 14:19;96,61;98,27375;1,71;UP;98,53;VA Breakout;98,53;0;97,52;99,54;WIN;2,0;263,0;3,49;Si;Si;9;47;0,8;62.0
224;TRBUSDT;2026-02-03 15:03;2026-02-03 15:25;15,892055000000001;16,074585;1,14;DOWN;15,893;VA Breakout;15,893;0;16,05;15,74;LOSS;-1,0;262,0;23,88;Si;Si;23;30;0,5;62.0
225;DOGEUSDT;2026-02-03 15:04;2026-02-03 15:23;0,10564029999999998;0,10688149999999999;1,17;DOWN;0,10568;VA Breakout;0,10568;0;0,11;0,1;LOSS;-1,0;261,0;31,87;Si;Si;20;36;0,6;63.0
226;ETHUSDT;2026-02-03 15:17;2026-02-03 15:19;2166,7615;2213,4552;2,13;UP;2201,32;VA Breakout;2201,32;0;2187,87;2214,77;WIN;2,0;263,0;10,57;Si;Si;3;66;1,1;59.0
227;TRXUSDT;2026-02-03 15:18;2026-02-03 15:27;0,28334580000000004;0,28377275;0,15;UP;0,28381;VA Breakout;0,28381;0;0,28;0,28;WIN;2,0;265,0;9,5;Si;Si;10;28;0,5;66.0
228;BTCUSDT;2026-02-03 15:22;2026-02-03 15:25;74407,24299999999;75223,18800000001;1,09;UP;75168,5;VA Breakout;75168,5;0;74774,57;75562,43;WIN;2,0;267,0;4,63;Si;Si;4;65;1,1;65.0
229;XRPUSDT;2026-02-03 15:24;2026-02-03 15:27;1,5667;1,5859610000000002;1,22;UP;1,5849;VA Breakout;1,5849;0;1,58;1,59;WIN;2,0;269,0;9,53;Si;Si;4;50;0,8;53.0
230;GALAUSDT;2026-02-03 15:24;2026-02-03 15:26;0,004691;0,004771495000000001;1,7;UP;0,004755;VA Breakout;0,004755;0;0,0;0,0;WIN;2,0;271,0;8,06;Si;Si;3;54;0,9;56.0
231;SOLUSDT;2026-02-03 15:24;2026-02-03 15:30;98,10885000000002;99,80125000000001;1,71;UP;99,57;VA Breakout;99,57;0;98,6;100,54;WIN;2,0;273,0;2,58;Si;No;7;71;1,2;61.0
232;SUIUSDT;2026-02-03 15:25;2026-02-03 15:27;1,1111835;1,130906;1,76;UP;1,1289;VA Breakout;1,1289;0;1,12;1,14;WIN;2,0;275,0;3,78;Si;Si;3;54;0,9;60.0
233;ADAUSDT;2026-02-03 15:26;2026-02-03 15:31;0,290411;0,29560650000000005;1,77;UP;0,2955;VA Breakout;0,2955;0;0,29;0,3;WIN;2,0;277,0;2,55;Si;No;6;54;0,9;61.0
234;ETHUSDT;2026-02-03 16:03;2026-02-03 16:04;2281,7359;2311,1108;1,28;UP;2307,75;VA Breakout;2307,75;0;2291,67;2323,83;WIN;2,0;279,0;1,8;No;No;2;32;0,5;42.0
235;GALAUSDT;2026-02-03 16:17;2026-02-03 16:21;0,00487165;0,004937;1,33;DOWN;0,004888;VA Breakout;0,004888;0;0,0;0,0;WIN;2,0;281,0;64,89;Si;Si;5;40;0,7;48.0
236;TRBUSDT;2026-02-03 16:27;2026-02-03 16:47;16,416840000000004;16,646;1,39;DOWN;16,399;VA Breakout;16,399;0;16,56;16,23;WIN;2,0;283,0;25,82;Si;Si;21;47;0,8;63.0
237;XRPUSDT;2026-02-03 17:01;2026-02-03 18:04;1,5989;1,6293544999999996;1,89;DOWN;1,5993;VA Breakout;1,5993;0;1,62;1,58;WIN;2,0;285,0;20,82;Si;Si;64;91;1,5;60.0
238;SOLUSDT;2026-02-03 17:03;2026-02-03 17:50;99,66;101,70555000000002;2,03;DOWN;99,82;VA Breakout;99,82;0;101,57;98,07;WIN;2,0;287,0;18,6;Si;Si;48;92;1,5;35.0
239;ETHUSDT;2026-02-03 17:05;2026-02-03 17:47;2271,1591000000003;2314,7581499999997;1,9;DOWN;2271,58;VA Breakout;2271,58;0;2302,82;2240,34;WIN;2,0;289,0;17,01;Si;Si;43;50;0,8;59.0
240;SUIUSDT;2026-02-03 17:05;2026-02-04 09:33;1,1241689999999998;1,1555;2,75;DOWN;1,1249;VA Breakout;1,1249;0;1,16;1,09;WIN;2,0;291,0;9,5;Si;Si;989;94;1,6;56.0
241;BTCUSDT;2026-02-03 17:12;2026-02-03 17:50;75773,9;76892,1;1,46;DOWN;75951,9;VA Breakout;75951,9;0;76522,29;75381,51;WIN;2,0;293,0;28,16;Si;Si;39;102;1,7;62.0
242;ADAUSDT;2026-02-03 17:12;2026-02-04 09:59;0,2947;0,3037;3,01;DOWN;0,2951;VA Breakout;0,2951;0;0,3;0,29;WIN;2,0;295,0;8,83;Si;Si;1008;101;1,7;55.0
243;DOGEUSDT;2026-02-03 17:12;2026-02-04 09:58;0,10691;0,10969610000000003;2,57;DOWN;0,10707;VA Breakout;0,10707;0;0,11;0,1;WIN;2,0;297,0;9,12;Si;Si;1007;101;1,7;57.0
244;ETHUSDT;2026-02-03 17:43;2026-02-03 17:46;2254,4434;2272,36685;0,79;DOWN;2256,09;VA Breakout;2256,09;0;2265,57;2246,61;WIN;2,0;299,0;54,39;Si;Si;4;23;0,4;45.0
245;SOLUSDT;2026-02-03 17:43;2026-02-03 17:46;99,09164999999999;99,74405;0,66;DOWN;99,12;VA Breakout;99,12;0;99,61;98,63;WIN;2,0;301,0;65,55;Si;Si;4;23;0,4;40.0
246;ADAUSDT;2026-02-03 17:45;2026-02-03 17:48;0,2935935;0,2956015;0,68;DOWN;0,294;VA Breakout;0,294;0;0,3;0,29;WIN;2,0;303,0;57,8;Si;Si;4;28;0,5;63.0
247;DOGEUSDT;2026-02-03 17:45;2026-02-03 17:46;0,10676245000000001;0,10739769999999997;0,59;DOWN;0,10684;VA Breakout;0,10684;0;0,11;0,11;WIN;2,0;305,0;77,67;Si;Si;2;26;0,4;60.0
248;TRXUSDT;2026-02-03 18:02;2026-02-03 18:04;0,28589;0,28638395;0,17;DOWN;0,28594;VA Breakout;0,28594;0;0,29;0,29;WIN;2,0;307,0;116,05;Si;Si;3;40;0,7;60.0
249;ETHUSDT;2026-02-03 19:16;2026-02-03 19:33;2219,21865;2236,1965999999998;0,76;UP;2236,02;VA Breakout;2236,02;0;2223,35;2248,69;WIN;2,0;309,0;4,65;Si;Si;18;32;0,5;64.0
250;ADAUSDT;2026-02-03 19:19;2026-02-03 19:33;0,2898;0,29288649999999994;1,06;UP;0,2924;VA Breakout;0,2924;0;0,29;0,29;WIN;2,0;311,0;5,45;Si;Si;15;70;1,1;62.0
251;BTCUSDT;2026-02-03 19:20;2026-02-03 19:29;75382,5;75999,931;0,82;UP;75796,7;VA Breakout;75796,7;0;75624,7;75968,7;WIN;2,0;313,0;6,94;Si;Si;10;94;1,6;54.0
252;SUIUSDT;2026-02-03 19:31;2026-02-03 19:33;1,1031;1,114981;1,07;UP;1,1133;VA Breakout;1,1133;0;1,11;1,12;WIN;2,0;315,0;7,94;Si;Si;3;83;1,4;56.0
253;TRBUSDT;2026-02-03 19:31;2026-02-03 20:02;15,85699;15,974;0,74;UP;15,97;VA Breakout;15,97;0;15,86;16,08;WIN;2,0;317,0;3,77;Si;Si;32;44;0,7;49.0
254;GALAUSDT;2026-02-03 19:32;2026-02-03 20:03;0,004689;0,004745835;1,2;UP;0,004744;VA Breakout;0,004744;0;0,0;0,0;WIN;2,0;319,0;1,58;No;No;32;83;1,4;62.0
255;SOLUSDT;2026-02-03 19:32;2026-02-03 20:03;97,09;98,29899999999999;1,24;UP;98,19;VA Breakout;98,19;0;97,39;98,99;WIN;2,0;321,0;1,75;No;No;32;68;1,1;62.0
256;DOGEUSDT;2026-02-03 19:32;2026-02-03 19:35;0,10536925000000001;0,10632655000000002;0,9;UP;0,1062;VA Breakout;0,1062;0;0,11;0,11;WIN;2,0;323,0;7,27;Si;Si;4;84;1,4;62.0
257;XRPUSDT;2026-02-03 19:33;2026-02-03 20:03;1,566;1,5846979999999997;1,19;UP;1,5818;VA Breakout;1,5818;0;1,57;1,59;WIN;2,0;325,0;3,63;Si;Si;31;83;1,4;61.0
258;ETHUSDT;2026-02-03 19:53;2026-02-03 19:56;2241,82325;2256,8262;0,67;DOWN;2246,13;VA Breakout;2246,13;0;2254,05;2238,21;WIN;2,0;327,0;63,83;Si;Si;4;31;0,5;59.0
259;GALAUSDT;2026-02-03 20:01;2026-02-03 20:03;0,004742230000000001;0,004766470000000001;0,51;UP;0,004765;VA Breakout;0,004765;0;0,0;0,0;WIN;2,0;329,0;3,78;Si;Si;3;22;0,3;59.0
260;SUIUSDT;2026-02-03 20:01;2026-02-03 20:03;1,1140715;1,1204415000000003;0,57;UP;1,1196;VA Breakout;1,1196;0;1,12;1,12;WIN;2,0;331,0;6,63;Si;Si;3;30;0,5;63.0
261;DOGEUSDT;2026-02-03 20:01;2026-02-03 20:03;0,10637;0,10690985000000001;0,51;UP;0,10683;VA Breakout;0,10683;0;0,11;0,11;WIN;2,0;333,0;9,48;Si;Si;3;29;0,5;58.0
262;XRPUSDT;2026-02-03 20:32;2026-02-03 20:48;1,5897965;1,597258;0,47;UP;1,5964;VA Breakout;1,5964;0;1,59;1,6;LOSS;-1,0;332,0;3,51;Si;Si;17;23;0,4;56.0
263;BTCUSDT;2026-02-03 20:32;2026-02-03 20:48;76311,0475;76562,76899999997;0,33;UP;76610,7;VA Breakout;76610,7;0;76406,59;76814,81;LOSS;-1,0;331,0;1,86;No;No;17;24;0,4;63.0
264;GALAUSDT;2026-02-03 20:44;2026-02-03 20:45;0,004784745;0,004809585;0,52;DOWN;0,004789;VA Breakout;0,004789;0;0,0;0,0;WIN;2,0;333,0;173,18;Si;Si;2;26;0,4;48.0
265;SUIUSDT;2026-02-03 20:44;2026-02-03 20:45;1,1292754999999999;1,1348930000000002;0,5;DOWN;1,1307;VA Breakout;1,1307;0;1,13;1,13;WIN;2,0;335,0;164,21;Si;Si;2;26;0,4;64.0
266;ADAUSDT;2026-02-03 20:44;2026-02-03 20:45;0,2975215000000001;0,29888000000000003;0,46;DOWN;0,298;VA Breakout;0,298;0;0,3;0,3;WIN;2,0;337,0;159,38;Si;Si;2;26;0,4;58.0
267;ETHUSDT;2026-02-03 20:45;2026-02-03 20:45;2263,11755;2280,97;0,79;DOWN;2264,13;VA Breakout;2264,13;0;2270,11;2258,15;LOSS;-1,0;336,0;87,6;Si;Si;1;37;0,6;64.0
268;SOLUSDT;2026-02-03 20:47;2026-02-03 21:27;98,87409999999998;99,63189999999999;0,76;DOWN;98,85;VA Breakout;98,85;0;99,37;98,33;WIN;2,0;338,0;60,95;Si;Si;41;44;0,7;63.0
269;XRPUSDT;2026-02-03 21:26;2026-02-03 21:27;1,5852;1,593501;0,52;DOWN;1,5863;VA Breakout;1,5863;0;1,59;1,58;WIN;2,0;340,0;90,6;Si;Si;2;27;0,4;53.0
270;ETHUSDT;2026-02-03 21:27;2026-02-03 21:41;2261,6271;2275,1992;0,6;DOWN;2258,96;VA Breakout;2258,96;0;2272,21;2245,71;WIN;2,0;342,0;39,14;Si;Si;15;34;0,6;64.0
271;BTCUSDT;2026-02-03 21:27;2026-02-03 21:41;76258,0615;76561,655;0,4;DOWN;76204,4;VA Breakout;76204,4;0;76477,58;75931,22;WIN;2,0;344,0;59,73;Si;Si;15;40;0,7;63.0
272;SOLUSDT;2026-02-03 21:27;2026-02-03 21:41;98,5;99,21435;0,72;DOWN;98,29;VA Breakout;98,29;0;98,93;97,65;WIN;2,0;346,0;48,26;Si;Si;15;35;0,6;63.0
273;ADAUSDT;2026-02-03 22:01;2026-02-03 22:11;0,2941;0,29762450000000007;1,19;DOWN;0,2949;VA Breakout;0,2949;0;0,3;0,29;LOSS;-1,0;345,0;24,4;Si;Si;11;77;1,3;31.0
274;DOGEUSDT;2026-02-03 22:03;2026-02-03 22:11;0,10668;0,10799;1,22;DOWN;0,10716;VA Breakout;0,10716;0;0,11;0,11;LOSS;-1,0;344,0;28,58;Si;Si;9;105;1,7;40.0
275;SUIUSDT;2026-02-03 22:04;2026-02-03 22:11;1,1163764999999999;1,1289465;1,12;DOWN;1,1203;VA Breakout;1,1203;0;1,13;1,11;LOSS;-1,0;343,0;38,2;Si;Si;8;80;1,3;60.0
276;GALAUSDT;2026-02-03 22:11;2026-02-04 00:52;0,004736;0,004782815;0,98;UP;0,004793;VA Breakout;0,004793;0;0,0;0,0;LOSS;-1,0;342,0;0,99;No;No;162;79;1,3;62.0
277;ADAUSDT;2026-02-03 22:33;2026-02-03 22:37;0,29749749999999997;0,2987425;0,42;UP;0,2989;VA Breakout;0,2989;0;0,3;0,3;WIN;2,0;344,0;3,06;Si;Si;5;20;0,3;65.0
278;TRBUSDT;2026-02-03 23:40;2026-02-03 23:44;16,319345000000002;16,370855000000002;0,32;DOWN;16,321;VA Breakout;16,321;0;16,35;16,29;WIN;2,0;346,0;132,1;Si;Si;5;20;0,3;65.0
279;SOLUSDT;2026-02-03 23:44;2026-02-04 00:41;98,4911;99,29589999999997;0,81;DOWN;98,5;VA Breakout;98,5;0;99,36;97,64;WIN;2,0;348,0;36,3;Si;Si;58;62;1,0;61.0
280;TRBUSDT;2026-02-04 00:15;2026-02-04 00:41;16,25295;16,303325;0,31;DOWN;16,236;VA Breakout;16,236;0;16,3;16,18;WIN;2,0;350,0;67,34;Si;Si;27;33;0,5;65.0
281;XRPUSDT;2026-02-04 00:38;2026-02-04 01:45;1,58987;1,603031;0,82;DOWN;1,5907;VA Breakout;1,5907;0;1,6;1,58;LOSS;-1,0;349,0;43,2;Si;Si;68;122;2,0;51.0
282;GALAUSDT;2026-02-04 00:38;2026-02-04 00:52;0,004774;0,00481435;0,84;DOWN;0,004782;VA Breakout;0,004782;0;0,0;0,0;WIN;2,0;351,0;45,14;Si;Si;15;115;1,9;33.0
283;SUIUSDT;2026-02-04 00:38;2026-02-04 00:39;1,1237434999999998;1,1320895000000004;0,74;DOWN;1,1251;VA Breakout;1,1251;0;1,13;1,12;WIN;2,0;353,0;177,92;Si;Si;2;102;1,7;49.0
284;DOGEUSDT;2026-02-04 00:38;2026-02-04 00:52;0,10797;0,10913915000000002;1,08;DOWN;0,10803;VA Breakout;0,10803;0;0,11;0,11;WIN;2,0;355,0;49,63;Si;Si;15;116;1,9;35.0
285;BTCUSDT;2026-02-04 00:39;2026-02-04 06:06;76306,7;76805,7305;0,65;DOWN;76313,4;VA Breakout;76313,4;0;76818,93;75807,87;WIN;2,0;357,0;32,49;Si;Si;328;117;1,9;53.0
286;ETHUSDT;2026-02-04 01:04;2026-02-04 01:10;2257,54;2288,7404;1,37;DOWN;2263,73;VA Breakout;2263,73;0;2276,99;2250,47;LOSS;-1,0;356,0;39,48;Si;Si;7;142;2,4;41.0
287;SOLUSDT;2026-02-04 01:36;2026-02-04 03:25;97,0935;97,5676;0,49;UP;97,85;VA Breakout;97,85;0;97,0;98,7;LOSS;-1,0;355,0;0,98;No;No;110;22;0,3;64.0
288;ETHUSDT;2026-02-04 02:39;2026-02-04 03:04;2272,99775;2283,9;0,48;UP;2288,82;VA Breakout;2288,82;0;2273,56;2304,08;LOSS;-1,0;354,0;0,3;No;No;26;27;0,4;65.0
289;SOLUSDT;2026-02-04 03:02;2026-02-04 03:26;97,30640000000001;98,14795000000001;0,86;DOWN;97,41;VA Breakout;97,41;0;97,94;96,88;WIN;2,0;356,0;56,85;Si;Si;25;59;1,0;62.0
290;XRPUSDT;2026-02-04 03:41;2026-02-04 03:46;1,5988864999999999;1,6072209999999998;0,52;UP;1,6058;VA Breakout;1,6058;0;1,6;1,61;WIN;2,0;358,0;1,24;No;No;6;90;1,5;63.0
291;SUIUSDT;2026-02-04 03:44;2026-02-04 03:47;1,1301;1,1363;0,55;UP;1,1355;VA Breakout;1,1355;0;1,13;1,14;WIN;2,0;360,0;1,29;No;No;4;65;1,1;64.0
292;ADAUSDT;2026-02-04 03:45;2026-02-04 04:38;0,2988;0,3007145;0,64;UP;0,3009;VA Breakout;0,3009;0;0,3;0,3;LOSS;-1,0;359,0;0,96;No;No;54;68;1,1;63.0
293;ADAUSDT;2026-02-04 04:41;2026-02-04 06:03;0,2992;0,302368;1,05;DOWN;0,2998;VA Breakout;0,2998;0;0,3;0,3;WIN;2,0;361,0;29,44;Si;Si;83;56;0,9;62.0
294;XRPUSDT;2026-02-04 05:59;2026-02-04 06:03;1,5941275;1,6033745000000001;0,58;DOWN;1,595;VA Breakout;1,595;0;1,6;1,59;WIN;2,0;363,0;57,25;Si;Si;5;104;1,7;33.0
295;SUIUSDT;2026-02-04 05:59;2026-02-04 06:03;1,1214665000000001;1,1296459999999997;0,73;DOWN;1,1225;VA Breakout;1,1225;0;1,13;1,12;WIN;2,0;365,0;75,71;Si;Si;5;104;1,7;43.0
296;BTCUSDT;2026-02-04 06:00;2026-02-04 06:03;76004,80300000001;76338,808;0,44;UP;76219,6;VA Breakout;76219,6;0;76060,41;76378,79;LOSS;-1,0;364,0;0,29;No;No;4;82;1,4;63.0
297;ADAUSDT;2026-02-04 06:00;2026-02-04 06:02;0,29908599999999996;0,3008295;0,58;DOWN;0,2993;VA Breakout;0,2993;0;0,3;0,3;WIN;2,0;366,0;100,96;Si;Si;3;71;1,2;64.0
298;DOGEUSDT;2026-02-04 06:01;2026-02-04 06:03;0,10745;0,10809255000000001;0,6;DOWN;0,10742;VA Breakout;0,10742;0;0,11;0,11;WIN;2,0;368,0;73,66;Si;Si;3;105;1,7;63.0
299;GALAUSDT;2026-02-04 06:02;2026-02-04 06:03;0,004745;0,004777;0,67;DOWN;0,004747;VA Breakout;0,004747;0;0,0;0,0;WIN;2,0;370,0;54,4;Si;Si;2;109;1,8;62.0
300;TRBUSDT;2026-02-04 06:02;2026-02-04 06:03;16,150025000000003;16,218745000000002;0,42;DOWN;16,133;VA Breakout;16,133;0;16,21;16,06;WIN;2,0;372,0;53,07;Si;Si;2;82;1,4;65.0
301;SOLUSDT;2026-02-04 06:02;2026-02-04 06:03;96,66664999999999;97,28150000000001;0,63;DOWN;96,79;VA Breakout;96,79;0;97,07;96,51;WIN;2,0;374,0;104,54;Si;Si;2;106;1,8;38.0
302;ETHUSDT;2026-02-04 06:03;2026-02-04 06:06;2250,3498499999996;2263,8304;0,6;DOWN;2248,1;VA Breakout;2248,1;0;2262,25;2233,95;WIN;2,0;376,0;35,88;Si;Si;4;90;1,5;64.0
303;ETHUSDT;2026-02-04 07:25;2026-02-04 07:27;2249,3179500000006;2262,1098500000003;0,57;DOWN;2250,42;VA Breakout;2250,42;0;2258,43;2242,41;WIN;2,0;378,0;63,69;Si;Si;3;49;0,8;65.0
304;GALAUSDT;2026-02-04 07:26;2026-02-04 07:30;0,0047347249999999995;0,00476128;0,56;DOWN;0,004738;VA Breakout;0,004738;0;0,0;0,0;WIN;2,0;380,0;84,53;Si;Si;5;49;0,8;64.0
305;XRPUSDT;2026-02-04 08:15;2026-02-04 08:16;1,587366;1,5976445000000001;0,65;DOWN;1,5881;VA Breakout;1,5881;0;1,59;1,59;WIN;2,0;382,0;229,25;Si;Si;2;99;1,6;50.0
306;TRBUSDT;2026-02-04 08:15;2026-02-04 08:16;16,083879999999997;16,191;0,66;UP;16,17;VA Breakout;16,17;0;16,12;16,22;LOSS;-1,0;381,0;3,28;Si;Si;2;99;1,6;64.0
307;ETHUSDT;2026-02-04 08:16;2026-02-04 08:34;2233,5398500000006;2247,5225499999997;0,62;DOWN;2234,15;VA Breakout;2234,15;0;2244,57;2223,73;WIN;2,0;383,0;47,38;Si;Si;19;50;0,8;64.0
308;BTCUSDT;2026-02-04 08:16;2026-02-04 08:19;75974,9575;76244,47649999999;0,35;DOWN;76006,3;VA Breakout;76006,3;0;76112,0;75900,6;WIN;2,0;385,0;152,49;Si;Si;4;92;1,5;64.0
309;ADAUSDT;2026-02-04 08:16;2026-02-04 08:38;0,295298;0,29788200000000004;0,87;DOWN;0,295;VA Breakout;0,295;0;0,3;0,29;WIN;2,0;387,0;45,27;Si;Si;23;99;1,6;62.0
310;DOGEUSDT;2026-02-04 08:16;2026-02-04 08:20;0,10702020000000001;0,10769624999999997;0,63;DOWN;0,10707;VA Breakout;0,10707;0;0,11;0,11;WIN;2,0;389,0;101,51;Si;Si;5;99;1,6;63.0
311;SOLUSDT;2026-02-04 08:19;2026-02-04 08:22;95,72879999999999;96,55;0,85;DOWN;95,91;VA Breakout;95,91;0;96,26;95,56;WIN;2,0;391,0;82,54;Si;Si;4;103;1,7;53.0
312;GALAUSDT;2026-02-04 08:20;2026-02-04 08:41;0,004719175;0,004749;0,63;DOWN;0,004719;VA Breakout;0,004719;0;0,0;0,0;WIN;2,0;393,0;88,96;Si;Si;22;50;0,8;64.0
313;SUIUSDT;2026-02-04 08:33;2026-02-04 08:45;1,1146;1,122508;0,71;DOWN;1,1158;VA Breakout;1,1158;0;1,12;1,11;WIN;2,0;395,0;60,27;Si;Si;13;117;1,9;60.0
314;TRBUSDT;2026-02-04 08:46;2026-02-04 08:48;16,05318;16,098955;0,28;UP;16,108;VA Breakout;16,108;0;16,06;16,16;LOSS;-1,0;394,0;4,17;Si;Si;3;28;0,5;66.0
315;XRPUSDT;2026-02-04 09:51;2026-02-04 09:58;1,5503;1,5722;1,4;DOWN;1,5565;VA Breakout;1,5565;0;1,57;1,55;WIN;2,0;396,0;41,21;Si;Si;8;42;0,7;61.0
316;ADAUSDT;2026-02-04 09:51;2026-02-04 09:58;0,2887;0,2933;1,58;DOWN;0,29;VA Breakout;0,29;0;0,29;0,29;WIN;2,0;398,0;25,72;Si;Si;8;45;0,7;60.0
317;SUIUSDT;2026-02-04 09:56;2026-02-04 10:00;1,089;1,1089;1,81;DOWN;1,0944;VA Breakout;1,0944;0;1,11;1,08;WIN;2,0;400,0;26,43;Si;Si;5;46;0,8;60.0
318;TRBUSDT;2026-02-04 10:31;2026-02-04 10:33;15,908;16,081;1,08;DOWN;15,939;VA Breakout;15,939;0;16,04;15,83;WIN;2,0;402,0;36,02;Si;Si;3;27;0,4;48.0
319;GALAUSDT;2026-02-04 10:32;2026-02-04 10:36;0,004623;0,004676115;1,14;DOWN;0,004623;VA Breakout;0,004623;0;0,0;0,0;WIN;2,0;404,0;19,38;Si;Si;5;25;0,4;63.0
320;SUIUSDT;2026-02-04 10:32;2026-02-04 10:34;1,0837405000000002;1,0972;1,23;DOWN;1,0848;VA Breakout;1,0848;0;1,1;1,07;WIN;2,0;406,0;27,06;Si;Si;3;30;0,5;63.0
321;SOLUSDT;2026-02-04 10:32;2026-02-04 10:33;92,87185000000001;94,02435;1,23;DOWN;93,08;VA Breakout;93,08;0;93,52;92,64;WIN;2,0;408,0;59,21;Si;Si;2;26;0,4;63.0
322;ADAUSDT;2026-02-04 10:32;2026-02-04 10:36;0,28744099999999995;0,29061499999999996;1,1;DOWN;0,2873;VA Breakout;0,2873;0;0,29;0,28;WIN;2,0;410,0;17,5;Si;Si;5;25;0,4;63.0
323;BTCUSDT;2026-02-04 10:33;2026-02-04 11:09;74490,60850000002;75102,86250000002;0,82;DOWN;74370,5;VA Breakout;74370,5;0;75028,38;73712,62;WIN;2,0;412,0;22,01;Si;Si;37;26;0,4;67.0
324;DOGEUSDT;2026-02-04 10:33;2026-02-04 11:37;0,10397859999999999;0,10526;1,22;DOWN;0,10361;VA Breakout;0,10361;0;0,11;0,1;WIN;2,0;414,0;15,96;Si;Si;65;30;0,5;63.0
325;ETHUSDT;2026-02-04 11:16;2026-02-04 12:40;2130,01;2188,2016;2,7;DOWN;2127,08;VA Breakout;2127,08;0;2159,83;2094,33;WIN;2,0;416,0;11,81;Si;Si;85;62;1,0;56.0
326;SOLUSDT;2026-02-04 11:35;2026-02-04 12:27;91,51;93,15684999999999;1,78;DOWN;91,7;VA Breakout;91,7;0;92,87;90,53;WIN;2,0;418,0;20,81;Si;Si;53;63;1,0;46.0
327;TRXUSDT;2026-02-04 11:37;2026-02-04 12:27;0,28322434999999996;0,28404;0,29;DOWN;0,28329;VA Breakout;0,28329;0;0,28;0,28;WIN;2,0;420,0;21,89;Si;Si;51;63;1,0;46.0
328;GALAUSDT;2026-02-04 11:55;2026-02-04 12:02;0,004541925;0,004652;2,39;UP;0,004621;VA Breakout;0,004621;0;0,0;0,0;LOSS;-1,0;419,0;5,2;Si;Si;8;74;1,2;58.0
329;BTCUSDT;2026-02-04 12:06;2026-02-04 12:28;72958,173;74451,915;2,03;DOWN;73179,7;VA Breakout;73179,7;0;73906,78;72452,62;WIN;2,0;421,0;18,28;Si;Si;23;84;1,4;61.0
330;TRXUSDT;2026-02-04 12:27;2026-02-04 12:29;0,28252;0,28321364999999993;0,25;DOWN;0,28266;VA Breakout;0,28266;0;0,28;0,28;WIN;2,0;423,0;29,83;Si;Si;3;50;0,8;68.0
