sep=;
# Parametros: {"detection_method": "atr_dynamic", "consol_min_bars": 8, "consol_max_bars": 50, "consol_max_range_pct": 2, "consol_atr_ratio": 0.6, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 6, "entry_mode": "va_breakout", "position_mode": "concurrent", "swing_bars": 5, "sl_mode": "swing_previous", "atr_dyn_period": 200, "atr_dyn_ma_period": 20, "atr_dyn_multiplier": 1.3, "atr_dyn_max_breakout": 5, "atr_dyn_merge_overlap": true, "use_atr_band": false, "atr_band_period": 200, "atr_band_multiplier": 1, "atr_band_ma_period": 20, "use_reentry": true, "max_reentry_bars": 3, "use_ttm_prefilter": true, "ttm_atr_length": 25, "ttm_kc_multiplier": 1.8, "ttm_min_squeeze_bars": 5, "use_bbwp_scoring": true, "bbwp_lookback": 252, "bbwp_squeeze_threshold": 20, "use_inside_pct_filter": false, "min_inside_pct": 70, "min_score_filter": 45, "atr_dyn_min_bars": 20, "sl_poc_buffer_pct": 10, "vp_bins_per_zone": 30}
# Fecha: 2026-02-06T17:30:21.424311
zona_num;fecha_entrada;fecha_cierre;precio_min;precio_max;rango_pct;direccion;precio_breakout;modo_entrada;precio_entrada;offset_barras;sl_price;tp_price;resultado;pnl_r;equity_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score;vp_poc;vp_vah;vp_val
376;2025-12-28 12:50;2025-12-28 18:00;87749,6;87983,63625;0,27;DOWN;87749,7;VA Breakout;87749,7;0;87963,73;87321,65;LOSS;-1;272,0;130,18;Si;Si;63;53;4,3;58.0;87944,27;87963,17;87786,73
377;2025-12-30 03:00;2025-12-30 09:20;87263,11945;87548,62605;0,33;UP;87664,8;VA Breakout;87664,8;0;87397,11;88200,18;WIN;2;274,0;38,47;Si;Si;77;22;1,8;61.0;87421,45;87479,73;87363,16
378;2026-01-03 02:10;2026-01-03 07:45;89735,8639;90305,8334;0,63;DOWN;89719,1;VA Breakout;89719,1;0;90025,65;89106,0;LOSS;-1;273,0;97,31;Si;Si;68;37;3;57.0;89997,78;90120,15;89856,58
379;2026-01-03 07:40;2026-01-03 07:40;89574,87839999999;89804,58780000002;0,26;UP;89757;VA Breakout;89757;0;89709,19;89852,63;LOSS;-1;272,0;171,63;Si;Si;1;25;2;69.0;89713,53;89744,73;89647,67
380;2026-01-03 15:30;2026-01-03 16:20;89958,5068;90188,48955;0,26;UP;90187,2;VA Breakout;90187,2;0;90076,92;90407,76;WIN;2;274,0;70,51;Si;Si;11;49;4;69.0;90086,95;90126,41;90021,17
381;2026-01-03 19:00;2026-01-03 19:05;90464,0513;90650,9887;0,21;UP;90900,1;VA Breakout;90900,1;0;90575,03;91550,23;WIN;2;276,0;21,73;Si;Si;2;23;1,8;62.0;90604,59;90653,52;90502,27
382;2026-01-04 18:55;2026-01-04 19:00;91110,8169;91632,1;0,57;UP;91490,7;VA Breakout;91490,7;0;91290,18;91891,74;WIN;2;278,0;32,28;Si;Si;2;235;19,5;57.0;91308,41;91453,4;91098,98
383;2026-01-05 09:40;2026-01-06 11:40;92295,1;93166,6938;0,94;UP;93239,5;VA Breakout;93239,5;0;92426,27;94865,96;LOSS;-1;277,0;5,81;Si;Si;313;96;7,9;54.0;92500,2;92934,43;92455,28
384;2026-01-05 16:05;2026-01-05 17:20;93975;94681;0,75;DOWN;94038,1;VA Breakout;94038,1;0;94329,34;93455,63;LOSS;-1;276,0;117,26;Si;Si;16;28;2,2;47.0;94302,86;94478,97;94126,75
385;2026-01-06 09:05;2026-01-06 09:05;93335,14425000001;93988,85125;0,7;UP;93917,1;VA Breakout;93917,1;0;93750,48;94250,33;LOSS;-1;275,0;24,28;Si;Si;1;134;11,1;56.0;93765,63;93901,79;93357,17
386;2026-01-08 01:05;2026-01-08 09:25;90774,5646;91546,26245;0,85;DOWN;90536,3;VA Breakout;90536,3;0;91055,0;89498,91;WIN;2;277,0;59,09;Si;Si;101;65;5,3;55.0;91007,84;91206,96;90627,71
387;2026-01-08 10:05;2026-01-08 12:45;89262;90143,4;0,98;UP;90282;VA Breakout;90282;0;89770,55;91304,91;WIN;2;279,0;15,02;Si;Si;33;37;3;56.0;89817,04;90023,2;89579,17
388;2026-01-12 01:20;2026-01-12 02:00;91951,6678;92273,02795000002;0,35;DOWN;91963,7;VA Breakout;91963,7;0;92070,78;91749,54;WIN;2;281,0;299,55;Si;Si;9;27;2,2;61.0;92061,04;92180,02;92012,06
389;2026-01-12 10:15;2026-01-13 04:00;90153,9;91085;1,03;UP;91180;VA Breakout;91180;0;90572,09;92395,83;WIN;2;283,0;11,16;Si;Si;214;48;3,9;54.0;90627,35;90949,4;90440,9
390;2026-01-13 00:10;2026-01-13 04:20;91153,91345;91569,94684999998;0,46;UP;91703,5;VA Breakout;91703,5;0;91322,53;92465,45;WIN;2;285,0;16,43;Si;Si;51;24;1,9;60.0;91357,16;91589;91246,28
391;2026-01-13 09:25;2026-01-13 10:55;91804,528;92431,7;0,68;UP;92388,1;VA Breakout;92388,1;0;92013,3;93137,7;WIN;2;287,0;14,87;Si;Si;19;90;7,4;58.0;92047,38;92345,83;91906
392;2026-01-14 09:00;2026-01-14 09:00;94840,6437;95224,00885000001;0,4;UP;95202;VA Breakout;95202;0;95029,17;95547,66;LOSS;-1;286,0;15,98;Si;Si;1;24;1,9;60.0;95044,88;95138,44;94936,93
393;2026-01-15 09:35;2026-01-15 09:35;96062,1454;97113,1;1,09;DOWN;96147;VA Breakout;96147;0;96286,75;95867,5;LOSS;-1;285,0;259,46;Si;Si;1;158;13,1;52.0;96274,04;96882,46;96152,36
394;2026-01-16 05:10;2026-01-16 06:00;95470,75715;95821,08445;0,37;DOWN;95523,8;VA Breakout;95523,8;0;95660,91;95249,57;WIN;2;287,0;259,9;Si;Si;11;30;2,4;46.0;95648,45;95730,57;95566,33
395;2026-01-16 12:55;2026-01-16 12:55;94650,69725;94960,6712;0,33;UP;95056,8;VA Breakout;95056,8;0;94806,61;95557,18;LOSS;-1;286,0;2,38;Si;No;1;22;1,8;63.0;94829,36;94907,42;94666,13
396;2026-01-18 08:05;2026-01-18 08:45;94964;95355,53555000002;0,41;DOWN;94994,2;VA Breakout;94994,2;0;95151,51;94679,57;LOSS;-1;285,0;223,16;Si;Si;9;349;29;59.0;95137,21;95374,33;95011,68
397;2026-01-19 03:10;2026-01-19 03:20;92351,70795;92784,9;0,47;UP;92716,8;VA Breakout;92716,8;0;92537,26;93075,88;WIN;2;287,0;3,68;Si;Si;3;70;5,8;46.0;92553,58;92672,18;92466,61
398;2026-01-19 17:25;2026-01-19 17:25;92804,5;93238,28589999999;0,47;DOWN;92934,8;VA Breakout;92934,8;0;93018,08;92768,25;LOSS;-1;286,0;396,84;Si;Si;1;54;4,4;49.0;93010,51;93171,28;92935,48
399;2026-01-19 23:50;2026-01-20 00:10;92165,7;92597,55490000002;0,47;DOWN;92068,6;VA Breakout;92068,6;0;92406,1;91393,6;WIN;2;288,0;95,35;Si;Si;5;34;2,8;60.0;92375,42;92474,6;92204,1
400;2026-01-20 09:45;2026-01-20 17:30;90621;91419,96585000001;0,88;DOWN;90403,2;VA Breakout;90403,2;0;91065,4;89078,8;WIN;2;290,0;46,08;Si;Si;94;55;4,5;55.0;91005,2;91230,42;90806,48
401;2026-01-27 09:40;2026-01-27 10:10;87599,63435;88671,15779999999;1,22;DOWN;87634,8;VA Breakout;87634,8;0;88019,73;86864,93;LOSS;-1;289,0;72,08;Si;Si;7;344;28,6;51.0;87984,74;88566,82;87676,58
402;2026-01-29 09:25;2026-01-29 09:55;87870,70065;88162,28934999999;0,33;DOWN;87780;VA Breakout;87780;0;88082,75;87174,5;WIN;2;291,0;92,13;Si;Si;7;21;1,7;61.0;88055,23;88084,38;87944,42
403;2026-01-29 19:50;2026-01-29 19:50;84141,253;84790,47115;0,77;DOWN;84152,7;VA Breakout;84152,7;0;84374,85;83708,4;LOSS;-1;290,0;109,23;Si;Si;1;48;3,9;56.0;84354,66;84545,79;84230,98
404;2026-02-05 10:00;2026-02-05 10:00;69039,3041;70372,4;1,91;DOWN;68943,8;VA Breakout;68943,8;0;69495,36;67840,68;LOSS;-1;289,0;16,42;Si;Si;1;32;2,6;50.0;69445,22;69996,25;69126,2
405;2026-02-06 09:25;2026-02-06 17:20;63810,47595000001;67509,6;5,63;UP;67080,7;VA Breakout;67080,7;0;63592,58;74056,94;WIN;1,016278061140117;290,02;1,26;No;No;96;247;20,5;52.0;63909,68;66634,05;63261,02
406;2026-02-06 17:20;2026-02-06 17:20;69804,7889;70725,15430000002;1,31;UP;70625,6;VA Breakout;70625,6;0;70245,98;71384,84;WIN;0;290,02;0,05;No;No;1;22;1,8;45.0;70280,49;70418,33;69906,35
